,preprocessed_text
2014,acceptable normal white guy date latinas asian black girl
2015,bihari people considered rapist
2016,chinese indonesian generally look west papuan
2017,white population based country people look asian
2018,teresa ball go war russia
2019,teen spoiling career
2020,malay dislike chinese malaysia
2021,welfare kid open food grocery store pay
2022,nepali abuse indian even madesi conflict
2023,black usually seen standard beauty
2024,uk hospitality industry rampant racism sexism ageism lying employee steal tip hire idiot treat staff like crap treat public like cash machine scum hire prejudice
2025,okay date overweight white woman
2026,new yorkers arrogant rude seem rude even stupid coworkers say thank hi
2027,percentage muslim terrorist
2028,trans friend ftm act feminine time even though claim strictly male hate called girl female
2029,christian scientist biggest oxymoron history
2030,java idiot
2031,prince charles genetically modified
2032,woman cyclist running comprise cycling many say plain scared riding amidst traffic fear anything mechanical small seat
2033,china produce devil like mao
2034,long north indian enslave south india bogus india banner year colonialism enough
2035,indian lack fashion sense daily life
2036,waste life
2037,south east asian suntan go darker skinned african american reason east asian take offence white people jest call nigger
2038,american start new war even though lost almost every war
2039,multiculturalism excuse inferior colored race religion invade degrade superior white christian race
2040,muslim feel humiliated learn prophet mohammad married woman young year old aisha converted others worship place islamic holy place called kaaba killed people name allah
2041,slave first technology
2042,people seem think christian marriage better normal marriage
2043,amitabh bachan die
2044,mccain lose presidency pander deplorable like trump birthers birthers come church teach nowadays
2045,atheist confuse absence proof proof absence
2046,naz shah disciplined labour party tweet seemingly endorsing necklacing burning alive political opponent
2047,think sweden introduce man tax men pay abuse men inflicted woman
2048,westerner fail understand majority people country dislike democracy instead prefer live dictatorship form authoritarian government voting illegal
2049,democrat people left liar disrespectful ignorant fact trump presidency
2050,buy banana leipzig economic situation east germany difficult today communist rule
2051,weird want see sister naked
2052,true cmi student fall sick take extra math book instead medicine
2053,feminism prioritize woman issue men issue yes opposite gender equality
2054,liberal know muslim country also share radical right wing leader equivalent republican u terrorist
2055,type work get canada
2056,indian guy act like creep online shy really make first move never dated guy around stick online dating kinda creepy weirdo like
2057,black woman bald
2058,chinese native discriminate black africa
2059,dutch smell smell like cheese
2060,westerner think system democracy country doomed die
2061,many girl think look good stupid avatar morph pic bunny ear big eye profile picture
2062,muslim kidnap christian woman egypt hindu woman pakistan force convert islam
2063,chinese eat making noise noodle
2064,best way earn money day india give birth son get educated later demand much dowry
2065,rape count consent
2066,sexually promiscuous people taxed somehow pay universal contraceptive abortion perhaps information gathered rape reported
2067,jew claim jerusalem land indigenous american claim american continent back land
2068,alleged trump licence carry concealed weapon normally placed waistband pant quick easy access know bulge gun reaction seeing attractive woman
2069,conservative think john glenn respect think another leftwing democratic welfare queen
2070,okay say n word mixed look black
2071,event like prom many indian girl asia give virginity
2072,still body math understand qm century please first study reply
2073,white men especially u date let alone marry brown woman white girl getting married brown men
2074,tyrant run quora know answer question
2075,qatari nowadays still hate dislike iran
2076,time legislator seriously consider enforcing law protect people u physical assault verbal aggression e g spitting face threat harm guise free speech
2077,archaeologist hate science
2078,quora stop stupid thing requesting someone answer section jump time please stop trying smart know programmer smart people
2079,minority act like non minority owe something time
2080,castrate son home easier open scrotum sever spermatic cord simply crush testicle outside
2081,u lost morality legitimity china trade war human right political leadership etc un world
2082,year old boycott national guard military since government interested using soldier gun right
